Time,Replicate,OD
11:42,1,0.027
12:02,1,0.036
12:22,1,0.100
12:42,1,0.222
13:02,1,0.539
13:22,1,1.65
13:42,1,3.37
14:02,1,5.3
14:22,1,6.5
14:42,1,6.97
15:02,1,7.48
15:22,1,9.48
